Sample,Sub_Sample,Date_std,Lat,Lon,CP,TDN_based_ADF,B10__2DAP5x5_MED,B10__2DAP5x5_IQR,B10__BUF30m_MED,B10__BUF30m_IQR,valid_px_ratio__2DAP5x5,valid_px_ratio__BUF30m,SCL_clear_prop__2DAP5x5,SCL_cloud_prop__2DAP5x5,SCL_shadow_prop__2DAP5x5,SCL_veg_prop__2DAP5x5,SCL_clear_prop__BUF30m,SCL_cloud_prop__BUF30m,SCL_shadow_prop__BUF30m,SCL_veg_prop__BUF30m,n_scenes_used,win_days_used,min_abs_delta_day,tile_id,crs,processing_baseline,sun_zenith,sun_azimuth,cloud_cover_scene,source_s2,TEMP_MAX,TEMP_MIN,RAD_SOL,RAIN,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG,precip_sum_d5,precip_sum_d7,precip_sum_d10,tavg_mean_d5,tavg_mean_d7,tavg_mean_d10,tmax_mean_d5,tmax_mean_d7,tmax_mean_d10,tmin_mean_d5,tmin_mean_d7,tmin_mean_d10,rh_mean_d5,rh_mean_d7,rh_mean_d10,rainy_days_d5,rainy_days_d7,rainy_days_d10,insolation_h_d5,insolation_h_d7,insolation_h_d10,B1__2DAP5x5_MED,B1__2DAP5x5_IQR,B1__BUF30m_MED,B1__BUF30m_IQR,B2__2DAP5x5_MED,B2__2DAP5x5_IQR,B2__BUF30m_MED,B2__BUF30m_IQR,B3__2DAP5x5_MED,B3__2DAP5x5_IQR,B3__BUF30m_MED,B3__BUF30m_IQR,B4__2DAP5x5_MED,B4__2DAP5x5_IQR,B4__BUF30m_MED,B4__BUF30m_IQR,B5__2DAP5x5_MED,B5__2DAP5x5_IQR,B5__BUF30m_MED,B5__BUF30m_IQR,B6__2DAP5x5_MED,B6__2DAP5x5_IQR,B6__BUF30m_MED,B6__BUF30m_IQR,B7__2DAP5x5_MED,B7__2DAP5x5_IQR,B7__BUF30m_MED,B7__BUF30m_IQR,B8__2DAP5x5_MED,B8__2DAP5x5_IQR,B8__BUF30m_MED,B8__BUF30m_IQR,B8A__2DAP5x5_MED,B8A__2DAP5x5_IQR,B8A__BUF30m_MED,B8A__BUF30m_IQR,B9__2DAP5x5_MED,B9__2DAP5x5_IQR,B9__BUF30m_MED,B9__BUF30m_IQR,B11__2DAP5x5_MED,B11__2DAP5x5_IQR,B11__BUF30m_MED,B11__BUF30m_IQR,B12__2DAP5x5_MED,B12__2DAP5x5_IQR,B12__BUF30m_MED,B12__BUF30m_IQR,granule_id_x,download_url_x,granule_id_y,download_url_y,granule_id,download_url
73,2,2022-08-24,-20.44668167,-54.83970767,4.993727319,44.96619128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,22.0,342.0,1.0,390.0,31.0,390.0,6.0,714.0,40.0,711.0,13.0,1106.0,108.0,1107.0,18.0,1436.0,85.0,1456.0,25.0,1967.0,97.0,1979.0,72.0,2170.0,95.0,2170.0,105.0,2102.0,153.0,2102.0,102.0,2287.0,136.0,2331.0,121.0,519.0,18.0,531.0,3.0,2547.0,187.0,2566.0,24.0,1870.0,215.0,1890.0,45.0,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif
74,1,2022-08-24,-20.44693833,-54.83921267,2.62865625,44.42768088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,21.0,386.0,45.0,385.0,34.0,390.0,16.0,708.0,47.0,711.0,15.0,1068.0,84.0,1039.0,51.0,1386.0,88.0,1372.0,58.0,1961.0,92.0,1961.0,92.0,2170.0,83.0,2200.0,119.0,2102.0,131.0,2135.0,99.0,2302.0,119.0,2376.0,141.0,519.0,18.0,513.0,0.0,2419.0,257.0,2424.0,41.0,1763.0,176.0,1740.0,108.0,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif
74,2,2022-08-24,-20.44693833,-54.83921267,2.623412048,43.81754235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,21.0,386.0,45.0,385.0,34.0,390.0,16.0,708.0,47.0,711.0,15.0,1068.0,84.0,1039.0,51.0,1386.0,88.0,1372.0,58.0,1961.0,92.0,1961.0,92.0,2170.0,83.0,2200.0,119.0,2102.0,131.0,2135.0,99.0,2302.0,119.0,2376.0,141.0,519.0,18.0,513.0,0.0,2419.0,257.0,2424.0,41.0,1763.0,176.0,1740.0,108.0,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif
75,1,2022-08-24,-20.446994,-54.839056,2.143874757,43.96892452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,21.0,386.0,37.0,377.0,25.0,378.0,28.0,699.0,34.0,714.0,20.0,1061.0,64.0,1040.0,70.0,1378.0,55.0,1352.0,50.0,1958.0,99.0,1961.0,118.0,2160.0,119.0,2200.0,163.0,2093.0,134.0,2135.0,165.0,2298.0,143.0,2376.0,175.0,515.0,21.0,513.0,6.0,2358.0,111.0,2416.0,123.0,1728.0,94.0,1689.0,41.0,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif
75,2,2022-08-24,-20.446994,-54.839056,2.320215403,42.86780896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,21.0,386.0,37.0,377.0,25.0,378.0,28.0,699.0,34.0,714.0,20.0,1061.0,64.0,1040.0,70.0,1378.0,55.0,1352.0,50.0,1958.0,99.0,1961.0,118.0,2160.0,119.0,2200.0,163.0,2093.0,134.0,2135.0,165.0,2298.0,143.0,2376.0,175.0,515.0,21.0,513.0,6.0,2358.0,111.0,2416.0,123.0,1728.0,94.0,1689.0,41.0,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif,G2429741060-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022238T134721.v2.0/HLS.S30.T21KYT.2022238T134721.v2.0.B11.tif
76,1,2022-09-08,-20.44675783,-54.83867117,5.517078298,54.53937836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,20.0,424.0,0.0,412.0,22.0,422.0,7.0,724.0,14.0,711.0,22.0,973.0,51.0,976.0,11.0,1211.0,24.0,1216.0,13.0,1983.0,63.0,1956.0,73.0,2323.0,85.0,2277.0,83.0,2179.0,132.0,2148.0,110.0,2504.0,167.0,2441.0,113.0,0.0,32.0,0.0,0.0,2402.0,67.0,2376.0,50.0,1673.0,65.0,1666.0,31.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
76,2,2022-09-08,-20.44660133,-54.83863333,5.437476818,55.76008132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,22.0,424.0,0.0,406.0,22.0,412.0,13.0,722.0,12.0,711.0,10.0,956.0,63.0,976.0,25.0,1211.0,18.0,1216.0,17.0,2005.0,107.0,1956.0,38.0,2353.0,131.0,2277.0,59.0,2264.0,200.0,2143.0,8.0,2558.0,192.0,2441.0,46.0,0.0,34.0,0.0,0.0,2407.0,53.0,2376.0,2.0,1642.0,108.0,1666.0,57.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
77,1,2022-09-08,-20.44620933,-54.83883833,4.635479741,49.88184933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,32.0,404.0,0.0,404.0,20.0,400.0,2.0,723.0,21.0,711.0,14.0,970.0,68.0,956.0,40.0,1214.0,28.0,1204.0,16.0,2064.0,146.0,1983.0,102.0,2417.0,180.0,2327.0,104.0,2325.0,201.0,2176.0,131.0,2640.0,211.0,2483.0,160.0,0.0,47.0,0.0,0.0,2408.0,117.0,2399.0,32.0,1665.0,105.0,1616.0,66.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
77,2,2022-09-08,-20.44620933,-54.83883833,4.7263715,49.09764712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,32.0,404.0,0.0,404.0,20.0,400.0,2.0,723.0,21.0,711.0,14.0,970.0,68.0,956.0,40.0,1214.0,28.0,1204.0,16.0,2064.0,146.0,1983.0,102.0,2417.0,180.0,2327.0,104.0,2325.0,201.0,2176.0,131.0,2640.0,211.0,2483.0,160.0,0.0,47.0,0.0,0.0,2408.0,117.0,2399.0,32.0,1665.0,105.0,1616.0,66.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
78,1,2022-09-08,-20.44654033,-54.83958,4.518474279,46.65341046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,38.0,364.0,0.0,407.0,20.0,402.0,13.0,738.0,26.0,741.0,7.0,1011.0,79.0,1022.0,34.0,1278.0,81.0,1290.0,6.0,2005.0,58.0,2036.0,25.0,2342.0,87.0,2371.0,41.0,2227.0,113.0,2273.0,69.0,2536.0,103.0,2583.0,68.0,0.0,31.0,0.0,0.0,2578.0,166.0,2589.0,60.0,1777.0,192.0,1801.0,117.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
78,2,2022-09-08,-20.44654033,-54.83958,4.520727883,48.86346292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,38.0,364.0,0.0,407.0,20.0,402.0,13.0,738.0,26.0,741.0,7.0,1011.0,79.0,1022.0,34.0,1278.0,81.0,1290.0,6.0,2005.0,58.0,2036.0,25.0,2342.0,87.0,2371.0,41.0,2227.0,113.0,2273.0,69.0,2536.0,103.0,2583.0,68.0,0.0,31.0,0.0,0.0,2578.0,166.0,2589.0,60.0,1777.0,192.0,1801.0,117.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
79,1,2022-09-08,-20.446898,-54.838753,4.857595564,52.1304974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,16.0,424.0,0.0,420.0,16.0,422.0,7.0,725.0,16.0,725.0,11.0,976.0,68.0,976.0,17.0,1214.0,42.0,1216.0,10.0,1975.0,50.0,1978.0,34.0,2307.0,75.0,2341.0,42.0,2177.0,76.0,2226.0,84.0,2483.0,94.0,2511.0,67.0,0.0,32.0,0.0,0.0,2402.0,72.0,2391.0,53.0,1677.0,73.0,1679.0,8.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
79,2,2022-09-08,-20.446898,-54.838753,4.770016781,51.66965061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,16.0,424.0,0.0,420.0,16.0,422.0,7.0,725.0,16.0,725.0,11.0,976.0,68.0,976.0,17.0,1214.0,42.0,1216.0,10.0,1975.0,50.0,1978.0,34.0,2307.0,75.0,2341.0,42.0,2177.0,76.0,2226.0,84.0,2483.0,94.0,2511.0,67.0,0.0,32.0,0.0,0.0,2402.0,72.0,2391.0,53.0,1677.0,73.0,1679.0,8.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
80,1,2022-09-08,-20.44653433,-54.83958967,5.254616672,52.31855989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,38.0,364.0,0.0,407.0,20.0,402.0,13.0,738.0,26.0,741.0,7.0,1011.0,79.0,1022.0,34.0,1278.0,81.0,1290.0,6.0,2005.0,58.0,2036.0,25.0,2342.0,87.0,2371.0,41.0,2227.0,113.0,2273.0,69.0,2536.0,103.0,2583.0,68.0,0.0,31.0,0.0,0.0,2578.0,166.0,2589.0,60.0,1777.0,192.0,1801.0,117.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
80,2,2022-09-08,-20.44653433,-54.83958967,5.156308504,53.05830801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,38.0,364.0,0.0,407.0,20.0,402.0,13.0,738.0,26.0,741.0,7.0,1011.0,79.0,1022.0,34.0,1278.0,81.0,1290.0,6.0,2005.0,58.0,2036.0,25.0,2342.0,87.0,2371.0,41.0,2227.0,113.0,2273.0,69.0,2536.0,103.0,2583.0,68.0,0.0,31.0,0.0,0.0,2578.0,166.0,2589.0,60.0,1777.0,192.0,1801.0,117.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
81,1,2022-09-08,-20.44685133,-54.83919,2.724853044,47.16882536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,45.0,430.0,6.0,410.0,25.0,420.0,10.0,730.0,21.0,724.0,13.0,981.0,49.0,973.0,11.0,1224.0,76.0,1211.0,14.0,1996.0,64.0,1955.0,45.0,2341.0,85.0,2276.0,80.0,2219.0,107.0,2175.0,55.0,2532.0,110.0,2472.0,93.0,0.0,54.0,0.0,31.0,2448.0,215.0,2448.0,39.0,1690.0,129.0,1677.0,73.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
81,2,2022-09-08,-20.44685133,-54.83919,2.72213363,46.66795262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,45.0,430.0,6.0,410.0,25.0,420.0,10.0,730.0,21.0,724.0,13.0,981.0,49.0,973.0,11.0,1224.0,76.0,1211.0,14.0,1996.0,64.0,1955.0,45.0,2341.0,85.0,2276.0,80.0,2219.0,107.0,2175.0,55.0,2532.0,110.0,2472.0,93.0,0.0,54.0,0.0,31.0,2448.0,215.0,2448.0,39.0,1690.0,129.0,1677.0,73.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
82,1,2022-09-08,-20.446959,-54.839276,2.263555138,43.73030856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,45.0,424.0,0.0,412.0,24.0,422.0,5.0,730.0,20.0,729.0,9.0,981.0,52.0,959.0,43.0,1218.0,63.0,1211.0,37.0,1994.0,59.0,1996.0,50.0,2337.0,78.0,2353.0,86.0,2210.0,75.0,2264.0,114.0,2532.0,94.0,2558.0,104.0,0.0,54.0,0.0,0.0,2448.0,213.0,2461.0,21.0,1708.0,139.0,1677.0,37.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
82,2,2022-09-08,-20.446959,-54.839276,2.349407907,44.42764416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,45.0,424.0,0.0,412.0,24.0,422.0,5.0,730.0,20.0,729.0,9.0,981.0,52.0,959.0,43.0,1218.0,63.0,1211.0,37.0,1994.0,59.0,1996.0,50.0,2337.0,78.0,2353.0,86.0,2210.0,75.0,2264.0,114.0,2532.0,94.0,2558.0,104.0,0.0,54.0,0.0,0.0,2448.0,213.0,2461.0,21.0,1708.0,139.0,1677.0,37.0,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif,G2453336528-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022253T134709.v2.0/HLS.S30.T21KYT.2022253T134709.v2.0.B09.tif
